Date,SubDivision,GangId,OrderNumber,OperationNumber,TrackId,MegaWorkBlock,ShadowWorkBlock,SplitWorkBlock,TieType,WBMileFrom,WBMileTo,AnchorPattern,SpikePattern,FastenerTypeTie,TravelTimeDuringBlocks,ActualStartTime,ActualEndTime,TieNumberType,NumberofTampers,PadInsulatorType,ExpectedOutput,ConfidenceLevel,Version,workBlockPlannedMinutes,TieDensity
00:00.0,THREE HILLS,W50P0T03,707558141,410,1,No,No,No,WOOD,80.08999634,81.69999695,Pattern 8,A,NA,0,NULL,NULL,NA,0,NULL,2151.699951,0.699999988,1,480,1880.744629
00:00.0,THREE HILLS,W50P0S06,707558141,710,1,No,No,No,WOOD,81.69999695,82.66999817,Pattern 8,A,NA,0,NULL,NULL,NA,0,NULL,485.1650085,0.699999988,1,480,5269.06543
00:00.0,THREE HILLS,W50P0S06,707558141,710,1,No,No,No,WOOD,81.69999695,82.66999817,Pattern 8,A,NA,0,NULL,NULL,NA,0,NULL,485.1650085,0.699999988,1,480,5269.06543
00:00.0,NEENAH,S70P0S03,707558444,710,1,No,No,No,WOOD,229.5,230.3000031,Pattern 10,A,NA,0,NULL,NULL,NA,0,NULL,826.9749756,0.699999988,1,300,5304.97998
00:00.0,PRINCE GEORGE,W54T0600,707558752,410,1,No,No,No,WOOD,458,458.1400146,Pattern 8,A,NA,0,NULL,NULL,NA,0,NULL,512.1300049,0.699999988,1,0,3785.318115
00:00.0,SKEENA,W54T02TI,707558978,410,RF53,No,No,No,WOOD,0.07,0.140000001,Pattern 6,A,NA,0,NULL,NULL,NA,0,NULL,36.08000183,0.699999988,1,1,514.2857056
00:00.0,KASHABOWIE,W42T04TA,707559282,410,NN14,No,No,No,WOOD,0.02,0.029999999,Pattern 6,A,NA,0,NULL,NULL,NA,0,NULL,10.00500011,0.699999988,1,0,1000
00:00.0,LETELLIER,W43T03TC,707559283,410,1,No,No,No,WOOD,42,42.70000076,Pattern 8,A,NA,0,NULL,NULL,NA,0,NULL,903.4650269,0.699999988,1,0,1287.141479
00:00.0,LETELLIER,W43T03TC,707559283,710,1,No,No,No,WOOD,41.40000153,42.63000107,Pattern 8,A,NA,0,NULL,NULL,NA,0,NULL,572.9400024,0.699999988,1,0,5284.554688
00:00.0,SLAVE LAKE,W55T01TD,707559499,410,1,No,No,No,WOOD,261.8200073,262.1000061,Pattern 6,A,NA,0,NULL,NULL,NA,0,NULL,120.2649994,0.699999988,1,0,471.4306335
00:00.0,LETELLIER,W43T03TC,707559283,410,1,No,No,No,WOOD,42.70000076,43.79999924,Pattern 8,A,NA,0,NULL,NULL,NA,0,NULL,988.3150024,0.699999988,1,0,929.0922241
00:00.0,LETELLIER,W43T03TC,707559283,710,1,No,No,No,WOOD,42.63000107,43.20000076,Pattern 8,A,NA,0,NULL,NULL,NA,0,NULL,786.875,0.699999988,1,0,5263.160645
00:00.0,PRINCE GEORGE,W54T0600,707558752,410,1,No,No,No,WOOD,458,458.1400146,Pattern 8,A,NA,0,NULL,NULL,NA,0,NULL,499.1650085,0.699999988,1,0,3428.212646
00:00.0,THREE HILLS,W50P0S05,707558141,710,1,No,No,No,WOOD,78,79.06999969,Pattern 8,A,NA,0,NULL,NULL,NA,0,NULL,502.9100037,0.699999988,1,480,5297.197754
00:00.0,THREE HILLS,W50P0S06,707558141,710,1,No,No,No,WOOD,76.93000031,78,Pattern 8,A,NA,0,NULL,NULL,NA,0,NULL,502.9100037,0.699999988,1,480,5297.197754
00:00.0,KASHABOWIE,W42T04TA,707557636,410,1,No,No,No,WOOD,123.5599976,123.6699982,Pattern 8,A,NA,0,NULL,NULL,NA,0,NULL,25.25499916,0.699999988,1,0,227.2714691
00:00.0,THREE HILLS,W50P0T03,707558141,410,1,No,No,No,WOOD,68.75,71.40000153,Pattern 8,D,NA,0,NULL,NULL,NA,0,NULL,2570.820068,0.699999988,1,480,1056.603149
00:00.0,THREE HILLS,W50P0S06,707558141,710,1,No,No,No,WOOD,73.98999786,75.30000305,Pattern 8,A,NA,0,NULL,NULL,NA,0,NULL,548.3900146,0.699999988,1,480,5274.788086
00:00.0,SQUAMISH,W53T05TA,707558057,410,1,No,No,No,WOOD,113.9000015,114.0100021,Pattern 8,A,NA,0,NULL,NULL,NA,0,NULL,198.6450043,0.699999988,1,0,1818.171753
00:00.0,WAUKESHA,S72T03S1,707558332,510,1,No,No,No,WOOD,128.6999969,130.8800049,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,380.8150024,0.699999988,1,0,183.4855652
00:00.0,WAUKESHA,S72T03S1,707558332,510,1,No,No,No,WOOD,130.1000061,130.1000061,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,8.3125,0.699999988,1,0,0
00:00.0,WAUKESHA,S72T03S1,707558332,510,1,No,No,No,WOOD,128.6999969,130.8800049,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,380.8150024,0.699999988,1,0,183.4855652
00:00.0,WAUKESHA,S72T03S1,707558332,510,1,No,No,No,WOOD,128.6999969,130.8800049,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,380.8150024,0.699999988,1,0,183.4855652
00:00.0,WAUKESHA,S72T03S1,707558332,510,1,No,No,No,WOOD,130.1000061,130.1000061,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,8.3125,0.699999988,1,0,0
00:00.0,WAUKESHA,S72T03S1,707558332,510,1,No,No,No,WOOD,130.1000061,130.1000061,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,8.3125,0.699999988,1,0,0
00:00.0,WAUKESHA,S72T03S1,707558332,510,1,No,No,No,WOOD,128.6999969,130.8800049,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,380.8150024,0.699999988,1,0,183.4855652
00:00.0,WAUKESHA,S72T03S1,707558332,510,1,No,No,No,WOOD,130.1000061,130.1000061,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,8.3125,0.699999988,1,0,0
00:00.0,WAUKESHA,S72T03S1,707558332,510,1,No,No,No,WOOD,128.6999969,130.8800049,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,380.8150024,0.699999988,1,0,183.4855652
00:00.0,WAUKESHA,S72T03S1,707558332,510,1,No,No,No,WOOD,130.1000061,130.1000061,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,8.3125,0.699999988,1,0,0
00:00.0,WAUKESHA,S72T03S1,707558332,510,1,No,No,No,WOOD,128.6999969,130.8800049,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,380.8150024,0.699999988,1,0,183.4855652
00:00.0,WAUKESHA,S72T03S1,707558332,510,1,No,No,No,WOOD,130.1000061,130.1000061,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,8.3125,0.699999988,1,0,0
00:00.0,WAUKESHA,S72T03S1,707558332,510,1,No,No,No,WOOD,128.6999969,130.8800049,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,380.8150024,0.699999988,1,0,183.4855652
00:00.0,WAUKESHA,S72T03S1,707558332,510,1,No,No,No,WOOD,130.1000061,130.1000061,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,8.3125,0.699999988,1,0,0
00:00.0,WAUKESHA,S72T03S1,707558332,510,1,No,No,No,WOOD,128.6999969,130.8800049,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,380.8150024,0.699999988,1,0,183.4855652
00:00.0,WAUKESHA,S72T03S1,707558332,510,1,No,No,No,WOOD,130.1000061,130.1000061,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,8.3125,0.699999988,1,0,0
00:00.0,WAUKESHA,S72T03S1,707558332,510,1,No,No,No,WOOD,128.6999969,130.8800049,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,380.8150024,0.699999988,1,0,183.4855652
00:00.0,WAUKESHA,S72T03S1,707558332,510,1,No,No,No,WOOD,130.1000061,130.1000061,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,8.3125,0.699999988,1,0,0
00:00.0,WAUKESHA,S72T03S1,707558332,510,1,No,No,No,WOOD,128.6999969,130.8800049,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,380.8150024,0.699999988,1,0,183.4855652
00:00.0,WAUKESHA,S72T03S1,707558332,510,1,No,No,No,WOOD,130.1000061,130.1000061,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,8.3125,0.699999988,1,0,0
00:00.0,WAUKESHA,S72T03S1,707558332,510,1,No,No,No,WOOD,126.4000015,128.3800049,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,386.6400146,0.699999988,1,0,202.0198669
00:00.0,WAUKESHA,S72T03S1,707558332,510,1,No,No,No,WOOD,126.4000015,128.3800049,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,386.6400146,0.699999988,1,0,202.0198669
00:00.0,WAUKESHA,S72T03S1,707558332,510,1,No,No,No,WOOD,126.4000015,128.3800049,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,386.6400146,0.699999988,1,0,202.0198669
00:00.0,WAUKESHA,S72T03S1,707558332,510,1,No,No,No,WOOD,126.4000015,128.3800049,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,386.6400146,0.699999988,1,0,202.0198669
00:00.0,WAUKESHA,S72T03S1,707558332,510,1,No,No,No,WOOD,126.4000015,128.3800049,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,386.6400146,0.699999988,1,0,202.0198669
00:00.0,WAUKESHA,S72T03S1,707558332,510,1,No,No,No,WOOD,126.4000015,128.3800049,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,386.6400146,0.699999988,1,0,202.0198669
00:00.0,WAUKESHA,S72T03S1,707558332,510,1,No,No,No,WOOD,126.4000015,128.3800049,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,386.6400146,0.699999988,1,0,202.0198669
00:00.0,SQUAMISH,W53T05TA,707558057,410,1,No,No,No,WOOD,114.0999985,114.2099991,Pattern 8,A,NA,0,NULL,NULL,NA,0,NULL,215.375,0.699999988,1,0,1999.988892
00:00.0,THREE HILLS,W50P0T03,707558141,410,1,No,No,No,WOOD,65.86000061,68.69999695,Pattern 8,D,NA,0,NULL,NULL,NA,0,NULL,2654.659912,0.699999988,1,480,1056.339355
00:00.0,THREE HILLS,W50P0S06,707558141,710,1,No,No,No,WOOD,72.66000366,74,Pattern 8,A,NA,0,NULL,NULL,NA,0,NULL,555.0900269,0.699999988,1,480,5299.268066
00:00.0,WAUKESHA,S72T03WA,707558332,510,1,No,No,No,WOOD,147.1999969,150.3000031,Pattern 8,B,NA,0,NULL,NULL,NA,0,NULL,315.8500061,0.699999988,1,0,1.935480118
00:00.0,WAUKESHA,S72T03WA,707558332,510,1,No,No,No,WOOD,147.1999969,150.3000031,Pattern 8,B,NA,0,NULL,NULL,NA,0,NULL,315.8500061,0.699999988,1,0,1.935480118
00:00.0,WAUKESHA,S72T03WA,707558332,510,1,No,No,No,WOOD,147.1999969,150.3000031,Pattern 8,B,NA,0,NULL,NULL,NA,0,NULL,315.8500061,0.699999988,1,0,1.935480118
00:00.0,WAUKESHA,S72T03WA,707558332,510,1,No,No,No,WOOD,147.1999969,150.3000031,Pattern 8,B,NA,0,NULL,NULL,NA,0,NULL,315.8500061,0.699999988,1,0,1.935480118
00:00.0,WAUKESHA,S72T03WA,707558332,510,1,No,No,No,WOOD,147.1999969,150.3000031,Pattern 8,B,NA,0,NULL,NULL,NA,0,NULL,315.8500061,0.699999988,1,0,1.935480118
00:00.0,LETELLIER,W43T03TC,707559283,710,1,No,No,No,WOOD,50.59999847,51.83000183,Pattern 8,D,NA,0,NULL,NULL,NA,0,NULL,849.5499878,0.699999988,1,0,5284.538574
00:00.0,VEGREVILLE,W52T0700,707559280,410,VE85,No,No,No,WOOD,121.3000031,121.4599991,Pattern 8,A,NA,0,NULL,NULL,NA,0,NULL,185.4250031,0.699999988,1,600,1250.031006
00:00.0,YALE,W53T02TE,707558174,410,1,No,No,No,CONCRETE,4.449999809,4.539999962,Pattern 10,B,CLIP_RAIL,0,NULL,NULL,NA,0,NULL,224.8800049,0.699999988,1,0,2522.218018
00:00.0,YALE,W53T02TJ,707558174,710,1,No,No,No,CONCRETE,4.429999828,4.730000019,Pattern 10,B,CLIP_RAIL,0,NULL,NULL,NA,0,NULL,413.6000061,0.699999988,1,0,5219.996582
00:00.0,YALE,W53T02TJ,707558174,710,1,No,No,No,CONCRETE,4.429999828,4.730000019,Pattern 10,B,CLIP_RAIL,0,NULL,NULL,NA,0,NULL,413.6000061,0.699999988,1,0,5219.996582
00:00.0,WAUKESHA,S70P0S03,707558332,710,1,No,No,No,WOOD,121.8399963,124.3000031,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,931.3950195,0.699999988,1,300,5289.416504
00:00.0,WAUKESHA,S72T03S1,707558332,710,1,No,No,No,WOOD,128.9499969,130.1999969,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,836.5700073,0.699999988,1,360,5272.799805
00:00.0,WAUKESHA,S70P0T01,707558332,410,1,No,No,No,WOOD,122.5999985,124.0999985,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,1432.875,0.699999988,1,360,936
00:00.0,BULKLEY,W54T04TC,707558678,710,1,No,No,No,CONCRETE,119.6500015,120.1999969,Pattern 8,B,NA,0,NULL,NULL,NA,0,NULL,141.4750061,0.699999988,1,0,6956.421387
00:00.0,BULKLEY,W54T04TC,707558678,710,1,No,No,No,CONCRETE,119.6500015,120.1999969,Pattern 8,B,NA,0,NULL,NULL,NA,0,NULL,141.4750061,0.699999988,1,0,6956.421387
00:00.0,SKEENA,W54T0200,707559249,410,1,No,No,No,WOOD,60.27999878,60.29999924,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,103.5599976,0.699999988,1,180,4999.885742
00:00.0,CLEARWATER,W53T06TD,707559267,410,KE01,No,No,No,WOOD,0.100000001,0.109999999,Pattern 6,A,NA,0,NULL,NULL,NA,0,NULL,81.54000092,0.699999988,1,0,7200.001465
00:00.0,CLEARWATER,W53T06TD,707559267,410,KE01,No,No,No,WOOD,0.100000001,0.109999999,Pattern 6,A,NA,0,NULL,NULL,NA,0,NULL,81.54000092,0.699999988,1,0,7200.001465
00:00.0,CLEARWATER,W53T06TD,707559267,410,KE01,No,No,No,WOOD,0.100000001,0.109999999,Pattern 6,A,NA,0,NULL,NULL,NA,0,NULL,81.54000092,0.699999988,1,0,7200.001465
00:00.0,EDSON,W51T0300,707559269,410,1,Yes,Yes,No,CONCRETE,93.40000153,93.48999786,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,240.6600037,0.699999988,1,0,2711.221436
00:00.0,TOGO,W41T04TD,707559277,410,1,No,No,No,WOOD,121,121.0400009,Pattern 8,A,NA,0,NULL,NULL,NA,0,NULL,181.3657532,0.699999988,1,0,0
00:00.0,RIVERS,W40P0T01,707558765,410,1,Yes,Yes,No,WOOD,24.79999924,27,Pattern 10,D,NA,0,NULL,NULL,Tie Type 1,0,NULL,2424.310059,0.699999988,1,600,1097.726929
00:00.0,RIVERS,W40P0T02,707558765,410,1,Yes,Yes,No,WOOD,17.5,18,Pattern 10,B,NA,0,NULL,NULL,Tie Type 1,0,NULL,600.625,0.699999988,1,600,3188
00:00.0,RIVERS,W40P0S03,707558765,710,1,Yes,Yes,No,WOOD,15.5,16.44000053,Pattern 10,B,NA,0,NULL,NULL,Tie Type 1,0,NULL,948.1049805,0.699999988,1,600,5305.315918
00:00.0,RIVERS,W40P0S04,707558765,710,1,Yes,Yes,No,WOOD,17.5,18.73999977,Pattern 10,B,NA,0,NULL,NULL,Tie Type 1,0,NULL,894.2550049,0.699999988,1,600,5266.129883
00:00.0,RIVERS,W40P0S01,707558765,710,1,Yes,Yes,No,WOOD,28.52000046,29.94000053,Pattern 10,B,NA,0,NULL,NULL,Tie Type 1,0,NULL,860.8800049,0.699999988,1,0,5281.689941
00:00.0,RIVERS,W40P0S02,707558765,710,1,Yes,Yes,No,WOOD,29.94000053,30.40999985,Pattern 10,D,NA,0,NULL,NULL,Tie Type 1,0,NULL,753.2050171,0.699999988,1,0,5280.858887
00:00.0,FORT NELSON,W54T07TC,707559081,410,1,No,No,No,WOOD,743,743.0599976,Pattern 8,A,NA,0,NULL,NULL,NA,0,NULL,120.1050034,0.699999988,1,240,2250.091553
00:00.0,FORT NELSON,W54T07TC,707559081,410,1,No,No,No,WOOD,743.0999756,743.1599731,Pattern 8,A,NA,0,NULL,NULL,NA,0,NULL,286.0950012,0.699999988,1,0,0
00:00.0,FORT NELSON,W54T07TC,707559081,410,1,No,No,No,WOOD,743,743.0599976,Pattern 8,A,NA,0,NULL,NULL,NA,0,NULL,120.1050034,0.699999988,1,240,2250.091553
00:00.0,FORT NELSON,W54T07TC,707559081,410,1,No,No,No,WOOD,743.0999756,743.1599731,Pattern 8,A,NA,0,NULL,NULL,NA,0,NULL,286.0950012,0.699999988,1,0,0
00:00.0,SQUAMISH,W53T05TA,707558057,410,1,No,No,No,WOOD,154.1999969,154.3099976,Pattern 8,A,NA,0,NULL,NULL,NA,0,NULL,204.6100006,0.699999988,1,0,1872.716919
00:00.0,FORT FRANCES,W42T04TC,707557926,410,1,No,No,No,WOOD,30,30.01000023,Pattern 8,B,NA,0,NULL,NULL,NA,0,NULL,5,0.699999988,1,0,499.9885559
00:00.0,YALE,W53T02TJ,707558174,710,1,No,No,No,CONCRETE,12.60000038,13.05000019,Pattern 10,B,CLIP_RAIL,0,NULL,NULL,NA,0,NULL,156.6399994,0.699999988,1,0,5308.891113
00:00.0,YALE,W53T02TE,707558174,410,1,No,No,No,CONCRETE,13.10000038,13.14000034,Pattern 10,B,CLIP_RAIL,0,NULL,NULL,NA,0,NULL,97.08999634,0.699999988,1,0,2375.002197
00:00.0,WAUKESHA,S72T03S1,707558332,710,1,No,No,No,WOOD,129.1399994,130.8999939,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,757.0999756,0.699999988,1,0,5272.175781
00:00.0,WAUKESHA,S70P0T01,707558332,410,1,No,No,No,WOOD,114.1999969,115.5999985,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,1480.214966,0.699999988,1,360,1039.284546
00:00.0,WAUKESHA,S70P0T05,707558332,410,1,No,No,No,WOOD,116.9000015,122,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,737.8900146,0.699999988,1,360,196.0784912
00:00.0,WAUKESHA,S70P0T05,707558332,410,1,No,No,No,WOOD,116.9000015,122,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,737.8900146,0.699999988,1,360,196.0784912
00:00.0,WAUKESHA,S70P0S03,707558332,710,1,No,No,No,WOOD,118.3000031,116.4000015,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,837.2150269,0.699999988,1,300,5113.680176
00:00.0,WAUKESHA,S70P0X05,707558332,710,1,No,No,No,WOOD,121.1999969,122,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,795.6849976,0.699999988,1,300,5249.97998
00:00.0,WAUKESHA,S72T03WA,707558332,510,1,No,No,No,WOOD,110.7200012,112.75,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,30.96999931,0.699999988,1,0,6.896555901
00:00.0,WAUKESHA,S72T03WA,707558332,510,1,No,No,No,WOOD,110.7200012,112.75,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,30.96999931,0.699999988,1,0,6.896555901
00:00.0,WAUKESHA,S72T03WA,707558332,510,1,No,No,No,WOOD,110.7200012,112.75,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,30.96999931,0.699999988,1,0,6.896555901
00:00.0,WAUKESHA,S72T03WA,707558332,510,1,No,No,No,WOOD,110.7200012,112.75,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,30.96999931,0.699999988,1,0,6.896555901
00:00.0,WAUKESHA,S72T03WA,707558332,510,1,No,No,No,WOOD,110.7200012,112.75,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,30.96999931,0.699999988,1,0,6.896555901
00:00.0,WAUKESHA,S72T03WA,707558332,510,1,No,No,No,WOOD,110.7200012,112.75,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,30.96999931,0.699999988,1,0,6.896555901
00:00.0,WAUKESHA,S72T03WA,707558332,510,1,No,No,No,WOOD,110.7200012,112.75,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,30.96999931,0.699999988,1,0,6.896555901
00:00.0,WAUKESHA,S72T03WA,707558332,510,1,No,No,No,WOOD,110.7200012,112.75,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,30.96999931,0.699999988,1,0,6.896555901
00:00.0,WAUKESHA,S72T03WA,707558332,510,1,No,No,No,WOOD,110.7200012,112.75,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,30.96999931,0.699999988,1,0,6.896555901
00:00.0,WAUKESHA,S72T03WA,707558332,510,1,No,No,No,WOOD,110.7200012,112.75,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,30.96999931,0.699999988,1,0,6.896555901
00:00.0,WAUKESHA,S72T03WA,707558332,510,1,No,No,No,WOOD,110.7200012,112.75,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,30.96999931,0.699999988,1,0,6.896555901
00:00.0,WAUKESHA,S72T03WA,707558332,510,1,No,No,No,WOOD,110.7200012,112.75,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,30.96999931,0.699999988,1,0,6.896555901
00:00.0,WAUKESHA,S72T03WA,707558332,510,1,No,No,No,WOOD,110.7200012,112.75,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,30.96999931,0.699999988,1,0,6.896555901
00:00.0,CLEARWATER,W53T06TD,707559267,410,KF23,No,No,No,WOOD,0,0.039999999,Pattern 6,A,NA,0,NULL,NULL,NA,0,NULL,50.57500076,0.699999988,1,0,1250
00:00.0,SKEENA,W54T0200,707559249,410,1,No,No,No,WOOD,60.29000092,60.29999924,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,35.06000137,0.699999988,1,180,3500.587646
00:00.0,BULKLEY,W54T04TE,707558678,410,1,No,No,No,CONCRETE,54.81000137,54.88000107,Pattern 8,B,NA,0,NULL,NULL,NA,0,NULL,194.4900055,0.699999988,1,0,2814.298096
00:00.0,WAINWRIGHT,W50P0T03,707558502,410,1,Yes,Yes,No,WOOD,0,1.889999986,Pattern 10,D,NA,0,NULL,NULL,NA,0,NULL,1105.459961,0.699999988,1,0,617.4603271
00:00.0,MEANDER RIVER,W55T03TF,707558504,410,1,No,No,No,WOOD,262.9400024,264,Pattern 8,A,NA,0,NULL,NULL,NA,0,NULL,372.7999878,0.699999988,1,1,353.7744141
00:00.0,WAUKESHA,S72T03WA,707558332,510,1,No,No,No,WOOD,109.6200027,110.3499985,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,375.5599976,0.699999988,1,0,8.219225883
00:00.0,WAUKESHA,S72T03WA,707558332,510,1,No,No,No,WOOD,109.6200027,110.3499985,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,375.5599976,0.699999988,1,0,8.219225883
00:00.0,WAUKESHA,S72T03WA,707558332,510,1,No,No,No,WOOD,109.6200027,110.3499985,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,375.5599976,0.699999988,1,0,8.219225883
00:00.0,WAUKESHA,S72T03WA,707558332,510,1,No,No,No,WOOD,109.6200027,110.3499985,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,375.5599976,0.699999988,1,0,8.219225883
00:00.0,WAUKESHA,S72T03WA,707558332,510,1,No,No,No,WOOD,109.6200027,110.3499985,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,375.5599976,0.699999988,1,0,8.219225883
00:00.0,WAUKESHA,S72T03WA,707558332,510,1,No,No,No,WOOD,109.6200027,110.3499985,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,375.5599976,0.699999988,1,0,8.219225883
00:00.0,LETELLIER,W43T03TC,707559283,710,1,No,No,No,WOOD,52.5,53.00999832,Pattern 8,D,NA,0,NULL,NULL,NA,0,NULL,828.9550171,0.699999988,1,0,5254.919434
00:00.0,FRASER,W54T03TR,707559838,410,AA10,No,No,No,WOOD,0,0,Pattern 6,A,NA,0,NULL,NULL,NA,0,NULL,355.0966492,0.699999988,1,480,0
00:00.0,FRASER,W54T03TR,707559838,410,AA10,No,No,No,WOOD,0,0,Pattern 6,A,NA,0,NULL,NULL,NA,0,NULL,355.0966492,0.699999988,1,480,0
00:00.0,QUAPPELLE,W44T04TB,707559907,410,RH01,No,No,No,WOOD,0.300000012,0.349999994,Pattern 6,A,NA,0,NULL,NULL,NA,0,NULL,76.36499786,0.699999988,1,0,1600.00061
00:00.0,VEGREVILLE,W52T0700,707559280,410,1,No,No,No,WOOD,124,125,Pattern 8,D,NA,0,NULL,NULL,NA,0,NULL,116.8499985,0.699999988,1,480,116
00:00.0,WAUKESHA,S70P0X05,707558332,710,1,No,No,No,WOOD,114.5100021,115.0999985,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,638.7600098,0.699999988,1,300,5254.27002
00:00.0,WAUKESHA,S70P0S03,707558332,710,1,No,No,No,WOOD,111.5599976,113,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,957.8900146,0.699999988,1,300,5272.907715
00:00.0,WAUKESHA,S70P0T01,707558332,410,1,No,No,No,WOOD,111.5999985,113,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,1432.22998,0.699999988,1,360,1008.570313
00:00.0,WAUKESHA,S70P0T05,707558332,410,1,No,No,No,WOOD,113.1999969,114.1999969,Pattern 10,B,NA,0,NULL,NULL,NA,0,NULL,789.8300171,0.699999988,1,360,808
00:00.0,YALE,W53T02TE,707558174,410,1,No,No,No,CONCRETE,13.14000034,13.17000008,Pattern 10,B,CLIP_RAIL,0,NULL,NULL,NA,0,NULL,70.13999939,0.699999988,1,0,2333.354004
00:00.0,YALE,W53T02TJ,707558174,710,1,No,No,No,CONCRETE,13.15999985,13.52000046,Pattern 10,B,CLIP_RAIL,0,NULL,NULL,NA,0,NULL,198.8049927,0.699999988,1,0,5261.102051
00:00.0,FORT FRANCES,W42T04TC,707557926,410,1,No,No,No,WOOD,30.01000023,30.04000092,Pattern 8,B,NA,0,NULL,NULL,NA,0,NULL,19.84000015,0.699999988,1,0,666.6514282
00:00.0,LILLOOET,W53T05TA,707558173,410,1,No,No,No,WOOD,160.6999969,160.7899933,Pattern 8,A,NA,0,NULL,NULL,NA,0,NULL,137.4799957,0.699999988,1,0,1600.065063
00:00.0,ASHCROFT,W53T03TD,707557501,410,1,No,No,No,CONCRETE,54.59999847,54.61000061,Pattern 8,B,NA,0,NULL,NULL,NA,0,NULL,25.71500015,0.699999988,1,2,2399.487305
00:00.0,RIVERS,W40P0T01,707558765,410,1,Yes,Yes,No,WOOD,27,28,Pattern 10,B,NA,0,NULL,NULL,Tie Type 1,0,NULL,1101.790039,0.699999988,1,600,1097
00:00.0,TOGO,W41T04TD,707559277,410,1,No,No,No,WOOD,94.5,94.52999878,Pattern 8,A,NA,0,NULL,NULL,NA,0,NULL,76.44563293,0.699999988,1,0,0
00:00.0,CLEARWATER,W53T06TD,707559267,410,KF23,No,No,No,WOOD,0,0.02,Pattern 6,A,NA,0,NULL,NULL,NA,0,NULL,38.95500183,0.699999988,1,0,2500
00:00.0,CLEARWATER,W53T06TD,707559267,410,KF23,No,No,No,WOOD,0,0.039999999,Pattern 6,A,NA,0,NULL,NULL,NA,0,NULL,50.57500076,0.699999988,1,0,1250
00:00.0,CLEARWATER,W53T06TD,707559267,410,KF23,No,No,No,WOOD,0,0.02,Pattern 6,A,NA,0,NULL,NULL,NA,0,NULL,38.95500183,0.699999988,1,0,2500
